TAXID,Command,Ethnicity
975024,123 PRECINCT,WHITE
939745,BUILDING MAINTENANCE SECT,WHITE
945384,005 PRECINCT,HISPANIC
935302,MISSING PERSONS SQUAD,HISPANIC
973119,049 PRECINCT,WHITE
971559,023 PRECINCT,HISPANIC
973120,PSA 5 VIPER 12,WHITE
965331,103 PRECINCT,WHITE
972108,078 PRECINCT,WHITE
948456,LAB EVIDENCE CTRL & SECURITY,HISPANIC
982485,RTS RECRUITS,HISPANIC
980040,043 PRECINCT,HISPANIC
937089,STRATEGIC RESP GRP 2 BRONX,HISPANIC
948170,IAB INVESTIGATIONS UNIT 27,HISPANIC
935303,PROPERTY CLERK SECTION,HISPANIC
959813,DET BORO STATEN ISLAND,HISPANIC
968853,045 PRECINCT,HISPANIC
969219,001 PRECINCT,HISPANIC
934679,046 PRECINCT,HISPANIC
953094,075 PRECINCT,WHITE
959812,116 PRECINCT,HISPANIC
955179,077 PRECINCT,HISPANIC
953097,115 PCT ROOSEVELT AVE TF,HISPANIC
939015,TRANSIT DISTRICT 12,HISPANIC
942187,FIREARMS SUPPRESSION SECTION,HISPANIC
941076,CROWD MANAGEMENT UNIT,HISPANIC
937088,JOINT TERRORIST TASK FORCE,HISPANIC
952002,110 PRECINCT,HISPANIC
949320,QUEENS COURT SECTION,HISPANIC
942188,062 PRECINCT,HISPANIC
965332,PATROL BORO MAN NORTH,HISPANIC
899587,JOINT TERRORIST TASK FORCE,HISPANIC
965794,102 PRECINCT,HISPANIC
981588,RTS RECRUITS,HISPANIC
979340,104 PRECINCT,HISPANIC
939801,079 PRECINCT,HISPANIC
943564,103 PRECINCT,HISPANIC
948492,TRAINING BUREAU,HISPANIC
949319,PBBN COMMUNITY AFFAIRS SECTION,HISPANIC
981589,RTS RECRUITS,HISPANIC
953098,120 PRECINCT,WHITE
940464,023 DET SQUAD,BLACK
962609,HOUSING PSA 1,WHITE
940463,CEIS VIOLENT GANG TASK FORCE,BLACK
971144,044 PRECINCT,WHITE
936050,CANDIDATE ASSESSMENT DIVISION,WHITE
961943,SCUBA UNIT,WHITE
975658,023 PRECINCT,BLACK
942189,BRONX COURT SECTION,WHITE
958922,INTERNAL AFFAIRS BUREAU,WHITE
943565,TRANSIT DISTRICT 34,WHITE
969220,MILITARY & EXTENDED LEAVE DESK,HISPANIC
981590,RTS RECRUITS,WHITE
964165,034 DET SQUAD,HISPANIC
969978,049 PRECINCT,HISPANIC
940462,PATROL BORO MAN NORTH,HISPANIC
953099,HWY DIST COLLISION TECH GROUP,WHITE
980041,068 PRECINCT,WHITE
944806,046 PRECINCT,BLACK
931825,STRATEGIC RESPONSE GROUP,WHITE
963160,060 PRECINCT,WHITE
932925,COD QUALITY OF LIFE DIVISION,HISPANIC
982486,RTS RECRUITS,HISPANIC
980701,044 PRECINCT,HISPANIC
952004,JFK TASK FORCE,WHITE
975026,109 PRECINCT,HISPANIC
933015,047 PRECINCT,WHITE
980702,HOUSING PSA 8,HISPANIC
963161,"GUN VIOL SUPP DIV Z2 (MAN,BX)",HISPANIC
978643,100 PRECINCT,HISPANIC
956918,SVD INSTANT RESPONSE TRK UNIT,WHITE
942190,NARC BORO BRONX,WHITE
958923,HARBOR UNIT,WHITE
966218,HOUSING PSA 3,HISPANIC
980703,HOUSING PSA 6,HISPANIC
979341,052 PRECINCT,HISPANIC
975659,HOUSING PSA 7,HISPANIC
932184,046 DET SQUAD,HISPANIC
950874,HOUSING PSA 9,WHITE
955181,SSD YOUTH RESPONSE TEAM,HISPANIC
958924,CROWD MANAGEMENT UNIT,HISPANIC
970698,043 PRECINCT,HISPANIC
956919,047 PRECINCT,HISPANIC
981591,RTS RECRUITS,BLACK
978644,009 PRECINCT,HISPANIC
980042,040 PRECINCT,HISPANIC
950875,041 PRECINCT,HISPANIC
961944,042 PRECINCT,WHITE
944805,PATROL BORO BRONX,WHITE
975421,034 PRECINCT,HISPANIC
974343,HOUSING PSA 2,HISPANIC
939017,052 PRECINCT,HISPANIC
925733,077 PRECINCT,HISPANIC
957846,043 PRECINCT,HISPANIC
957847,HOUSING PSA 3,HISPANIC
935308,108 PRECINCT,HISPANIC
937090,COMMUNICATIONS DIV,HISPANIC
978645,042 PRECINCT,HISPANIC
973595,TIMES SQUARE UNIT,HISPANIC
978064,TRANSIT DISTRICT 11,HISPANIC
945995,STRATEGIC RESP GRP 1 MANHATTAN,HISPANIC
945996,PATROL BORO BRONX,HISPANIC
945249,INTERNAL AFFAIRS BUREAU,HISPANIC
933017,LEGAL BUREAU,HISPANIC
933016,028 DET SQUAD,HISPANIC
980705,079 PRECINCT,HISPANIC
961945,CITYWIDE TRAFFIC TF,HISPANIC
956920,MILITARY & EXTENDED LEAVE DESK,HISPANIC
970699,042 PRECINCT,HISPANIC
939018,HOUSING COMMUNITY AFFAIRS SECT,HISPANIC
968005,048 DET SQUAD,HISPANIC
950877,INTERNAL AFFAIRS BUREAU,HISPANIC
982487,RTS RECRUITS,HISPANIC
960933,PATROL BORO BRONX,HISPANIC
976264,TRANSIT DISTRICT 4,HISPANIC
980704,046 PRECINCT,HISPANIC
957848,OPERATIONS UNIT,HISPANIC
955183,TIMES SQUARE UNIT,HISPANIC
982488,RTS RECRUITS,HISPANIC
928773,PBBX COMMUNITY AFFAIRS SECTION,HISPANIC
949893,TRANSIT DISTRICT 12,HISPANIC
975660,TRANSIT DISTRICT 4,HISPANIC
974344,047 PRECINCT,HISPANIC
963649,YANKEE STADIUM DETAIL,HISPANIC
966711,109TH DET SQUAD,HISPANIC
973122,042 PRECINCT,HISPANIC
951533,CRIMES AGAINST PERSONS UNIT,HISPANIC
972800,MILITARY & EXTENDED LEAVE DESK,HISPANIC
966180,112TH DET SQUAD,WHITE
971561,071 PRECINCT,HISPANIC
904561,EXECUTIVE PROTECTION UNIT,HISPANIC
945250,032 PRECINCT,HISPANIC
980043,HOUSING PSA 8,HISPANIC
955184,TB ANTI TERRORISM 3,HISPANIC
937095,AUXILIARY POLICE SECT,HISPANIC
964653,114 PRECINCT,HISPANIC
940928,BS CRIME ANALYSIS UNIT,HISPANIC
960935,113 PRECINCT,WHITE
976265,MILITARY & EXTENDED LEAVE DESK,HISPANIC
961545,120 PRECINCT,ASIAN
953101,025 PRECINCT,HISPANIC
977276,034 PRECINCT,HISPANIC
945998,073 PRECINCT,HISPANIC
956923,077 PRECINCT,HISPANIC
956922,078 DET SQUAD,HISPANIC
973596,MILITARY & EXTENDED LEAVE DESK,HISPANIC
945429,HOUSING PSA 5,ASIAN
948219,026 PRECINCT,HISPANIC
952005,077 PRECINCT,HISPANIC
980706,079 PRECINCT,HISPANIC
954127,HOUSING PSA 2,HISPANIC
982489,RTS RECRUITS,HISPANIC
980707,RTS RECRUITS,HISPANIC
977612,TRANSIT DISTRICT 4,HISPANIC
982490,RTS RECRUITS,HISPANIC
949323,044 PRECINCT,HISPANIC
974346,TIMES SQUARE UNIT,HISPANIC
940466,SPECIAL VICTIMS DIVISION,BLACK
979342,109 PRECINCT,HISPANIC
952006,014 PCT-MIDTOWN SO. PCT,WHITE
955186,107 PRECINCT,HISPANIC
942194,HOUSING PSA 3,HISPANIC
958925,066 PRECINCT,WHITE
964654,044 DET SQUAD,HISPANIC
922778,SIU CRIME STOPPERS SQUAD,WHITE
953103,112 PRECINCT,WHITE
968637,069 PRECINCT,HISPANIC
933019,PUBLIC SECURITY SECTION,WHITE
939019,120 DETECTIVE SQUAD,WHITE
947808,TRANSIT DISTRICT 32,ASIAN
925736,SPECIAL VICTIMS UNIT ZONE 1 MAN BX QNS,WHITE
949325,QUEENS COURT SECTION,WHITE
902005,FLEET SERVICES DIVISION,WHITE
970701,052 DET SQUAD,BLACK
950879,QUALITY ASSURANCE SECTION,WHITE
939022,TB CITYWIDE VANDALS TASK FORCE,WHITE
980044,034 PRECINCT,WHITE
966219,005 PRECINCT,BLACK
939021,LICENSE DIVISION,BLACK
939023,PROPERTY CLERK DIVISION,HISPANIC
973597,028 PRECINCT,WHITE
954128,028 PRECINCT,BLACK
970702,050 PRECINCT,HISPANIC
950878,COMP SEC BODY WORN CAMERA UNIT,HISPANIC
955188,WARRANT SECTION,HISPANIC
962612,INTERNAL AFFAIRS BUREAU,HISPANIC
971562,106 PRECINCT,WHITE
944123,MANH ROBBERY SQUAD,HISPANIC
962611,TRANSIT DISTRICT 32,BLACK
935312,HOUSING PSA 5,HISPANIC
945430,AUXILIARY POLICE SECT,HISPANIC
982491,RTS RECRUITS,HISPANIC
940467,CAD MEDICAL ASSESSMENT SECTION,HISPANIC
935313,IAB INVESTIGATIONS UNIT 41,HISPANIC
952007,EMER SERV SQ 06,HISPANIC
952008,MEDICAL DIVISION,HISPANIC
965334,050 DET SQUAD,HISPANIC
956924,FIREARMS & TACTICS SECTION,HISPANIC
956925,100 PRECINCT,HISPANIC
946695,CENTRAL PARK PRECINCT,HISPANIC
981592,RTS RECRUITS,HISPANIC
956092,023 DET SQUAD,HISPANIC
968006,024 PRECINCT,HISPANIC
937098,CEIS VIOLENT GANG TASK FORCE,HISPANIC
981593,RTS RECRUITS,WHITE
942195,062 PRECINCT,HISPANIC
939025,INTEL CIS FIO PROGRAM,HISPANIC
957851,047 PRECINCT,HISPANIC
963162,102 PRECINCT,WHITE
976974,042 PRECINCT,HISPANIC
949326,FIREARMS SUPPRESSION SECTION,WHITE
977277,073 PRECINCT,HISPANIC
948250,INTERNAL AFFAIRS BUREAU,HISPANIC
961948,044 DET SQUAD,HISPANIC
953104,QUEENS COURT SECTION,HISPANIC
940469,TB METROCARD TASK FORCE,HISPANIC
940468,INTEL CIS FIO PROGRAM,HISPANIC
978335,048 PRECINCT,HISPANIC
956926,TRANSIT DISTRICT 3,HISPANIC
975027,044 PRECINCT,HISPANIC
978646,045 PRECINCT,HISPANIC
947246,NARC BORO BRONX,HISPANIC
980045,052 PRECINCT,HISPANIC
960937,HOUSING PSA 2,WHITE
980710,073 PRECINCT,BLACK
975028,113 PRECINCT,HISPANIC
976266,TRANSIT DISTRICT 20,WHITE
957852,084 PRECINCT,HISPANIC
941981,052 PRECINCT,WHITE
967203,EMER SERV SQ 05,HISPANIC
980709,MANHATTAN COURT SECTION,HISPANIC
965335,MEDICAL DIVISION,HISPANIC
977278,115 PRECINCT,BLACK
980708,HOUSING PSA 7,HISPANIC
954129,TRANSIT DISTRICT 34,WHITE
981594,RTS RECRUITS,HISPANIC
941078,PSA 6 VIPER 1,HISPANIC
979344,033 PRECINCT,HISPANIC
953105,HOUSING PSA 5,HISPANIC
979343,084 PRECINCT,BLACK
973598,TD 34 SUMMER DETAIL,HISPANIC
954130,DATA ANALYSIS & MAPPING SEC,WHITE
971563,HOUSING PSA 1,HISPANIC
928477,YOUTH STRATEGIES DIVISION,BLACK
981595,RTS RECRUITS,BLACK
958928,FLEET SERVICES DIVISION,BLACK
950880,013 PRECINCT,WHITE
956928,HOUSING PSA 4,HISPANIC
965336,108 PRECINCT,WHITE
976773,030 PRECINCT,HISPANIC
956093,013 DET SQUAD,WHITE
949312,TRANSIT BUREAU,WHITE
929168,COURT MONITORING UNIT 2 (MN/BX/QS/QN),HISPANIC
954131,109 PRECINCT,HISPANIC
916217,033 PRECINCT,HISPANIC
980711,048 PRECINCT,BLACK
939028,COD DOMESTIC VIOLENCE UNIT,WHITE
947247,102ND DET SQUAD,HISPANIC
946000,066 DET SQUAD,HISPANIC
963164,047 DET SQUAD,BLACK
952012,103 PRECINCT,WHITE
922782,061 PRECINCT,BLACK
942197,CHIEF OF DEPARTMENT,WHITE
935314,MANH ROBBERY SQUAD,HISPANIC
960939,084 DET SQUAD,WHITE
959816,052 PRECINCT,WHITE
941079,PATROL BORO QUEENS SOUTH,BLACK
980046,115 PRECINCT,HISPANIC
960940,077 PRECINCT,HISPANIC
948094,063 PRECINCT,WHITE
971564,028 PRECINCT,WHITE
937917,IAB GROUP 53,HISPANIC
970705,009 PRECINCT,BLACK
939582,MEDICAL DIVISION,WHITE
981596,RTS RECRUITS,HISPANIC
961949,042 PRECINCT,WHITE
948388,047 PRECINCT,WHITE
978952,043 PRECINCT,BLACK
953106,TRANSIT DISTRICT 1,WHITE
942274,MEDICAL DIVISION,HISPANIC
930730,PATROL BORO BKLYN SOUTH,WHITE
976267,067 PRECINCT,HISPANIC
916218,PATROL BORO QUEENS SOUTH,WHITE
955190,EMERGENCY SERVICE UNIT,WHITE
952010,TRANSIT DISTRICT 23,WHITE
950883,069 PRECINCT,BLACK
950094,INTERNAL AFFAIRS BUREAU,BLACK
946846,121 PRECINCT,WHITE
971756,072 PRECINCT,ASIAN
937101,MAJOR CASE UNIT,WHITE
962615,106 PRECINCT,WHITE
944809,HEADQUARTERS SECURITY UNIT,WHITE
966220,WARRANT SECTION,WHITE
980712,109 PRECINCT,WHITE
952013,121 PRECINCT,WHITE
967205,TRANSIT DISTRICT 4,WHITE
957855,072 PRECINCT,WHITE
975030,075 PRECINCT,WHITE
972803,TRANSIT DISTRICT 2,WHITE
964166,101 PRECINCT,WHITE
950885,TRANSIT DISTRICT 20,WHITE
966715,072 PRECINCT,HISPANIC
902010,068 DET SQUAD,WHITE
959817,001 PRECINCT,WHITE
977279,043 PRECINCT,HISPANIC
939030,OFFICE OF THE CHIEF OF TRANSPORTATION,WHITE
955192,PBSI FERRY SECURITY UNIT,WHITE
940054,TRANSIT BUREAU,BLACK
956931,120 PRECINCT,WHITE
966713,101 PRECINCT,WHITE
965337,HOUSING PSA 4,HISPANIC
980047,070 PRECINCT,HISPANIC
955193,HOUSING PSA 2,WHITE
940470,TRANSIT DISTRICT 30,HISPANIC
978065,121 PRECINCT,HISPANIC
980713,067 PRECINCT,HISPANIC
964656,MOUNTED UNIT,HISPANIC
937102,046 PRECINCT,HISPANIC
930735,POLICE ACADEMY,WHITE
952014,111TH DET SQUAD,WHITE
958929,HOUSING PSA 9,ASIAN
965339,005 PRECINCT,ASIAN
977613,HOUSING PSA 5,ASIAN
971147,007 PRECINCT,ASIAN
965060,024 PRECINCT,ASIAN
974349,TRANSIT DISTRICT 3,ASIAN
964168,HOUSING PSA 1,ASIAN
933028,BUILDING MAINTENANCE SECT,WHITE
937105,MEDICAL DIVISION,WHITE
922788,JOINT TERRORIST TASK FORCE,WHITE
952015,PUBLIC SECURITY SECTION,WHITE
958821,001 PRECINCT,BLACK
950886,CAD RECRUITMENT SECTION,WHITE
976975,SVU NYPD/HL SEC SEX TRAF TF,HISPANIC
928780,FAMILY ASSISTANCE SECTION,BLACK
960942,071 PRECINCT,WHITE
952016,EMER SERV SQ 04,WHITE
981597,RTS RECRUITS,BLACK
976268,013 PRECINCT,WHITE
980048,034 PRECINCT,WHITE
949956,009 PRECINCT,BLACK
935315,TECH. ASSIST. & RESPONSE UNIT,WHITE
943146,TRANSIT DISTRICT 33,BLACK
975663,084 PRECINCT,WHITE
937104,HOUSING PSA 8,ASIAN
973123,114 PRECINCT,WHITE
947934,006 DET SQUAD,HISPANIC
931826,INTERNAL AFFAIRS BUREAU,BLACK
976774,043 PRECINCT,BLACK
961952,CRIME SCENE UNIT,WHITE
978066,TRANSIT DISTRICT 33,BLACK
968641,HOUSING PSA 9,BLACK
949329,MOVIE & TV UNIT,BLACK
937106,DETECTIVE BUREAU,HISPANIC
980714,032 PRECINCT,ASIAN
949330,STRIKE FORCE,HISPANIC
939033,TB CITYWIDE VANDALS TASK FORCE,WHITE
969983,063 PRECINCT,WHITE
937831,HOUSING BUREAU,WHITE
948279,LAB EVIDENCE CTRL & SECURITY,WHITE
951551,CRIMINAL INTELLIGENCE SECTION,HISPANIC
973600,TRANSIT DISTRICT 3,BLACK
965338,TARU DRONE TEAM,WHITE
939036,109 PRECINCT,BLACK
950887,HOUSING PSA 7,BLACK
974350,049 PRECINCT,BLACK
980715,101 PRECINCT,WHITE
975661,TB TRAIN PATROL FORCE,ASIAN
972322,079 PRECINCT,HISPANIC
977280,111 PRECINCT,WHITE
939037,STRATEGIC RESP GRP 5 SI,WHITE
955195,DBBS EVIDENCE COLLECTION TEAM,HISPANIC
981598,RTS RECRUITS,HISPANIC
971566,QN AUTO LARCENY UNIT,WHITE
961953,QUEENS NORTH VICE MODULE,WHITE
956096,TRANSIT DISTRICT 30,ASIAN
937107,WORLD TRADE CENTER COMMAND,WHITE
968640,107 PRECINCT,WHITE
967606,072 PRECINCT,WHITE
969984,060 PCT CONEY ISLAND DETAIL,WHITE
974351,060 PCT CONEY ISLAND DETAIL,BLACK
935318,CITYWIDE COUNTERTERRORISM UNIT,WHITE
949333,CCCS DISCOVERY LIAISON UNIT,WHITE
956932,WARRANT SECTION,WHITE
952018,017 PRECINCT,WHITE
942203,102 PRECINCT,WHITE
978068,104 PRECINCT,WHITE
953107,041 DET SQUAD,WHITE
982492,RTS RECRUITS,BLACK
963823,PBQS COMMUNITY RESPONSE TEAM,WHITE
980049,060 PRECINCT,BLACK
935319,CHIEF OF SPECIAL OPERATIONS,WHITE
974352,078 PRECINCT,WHITE
940473,113 PRECINCT,WHITE
946005,ESU CANINE TEAM,WHITE
939038,CT OPERATIONAL SUPPORT SECTION,WHITE
937108,FLEET SERVICES DIVISION,WHITE
962618,MTS DET SQUAD,HISPANIC
939035,010 PRECINCT,WHITE
966716,NARC BORO BROOKLYN NORTH,WHITE
918001,HUMAN TRAFFICKING UNIT,WHITE
943568,TRN BUR CMD LVL TRAINING UNIT,WHITE
978647,019 PRECINCT,HISPANIC
934258,107 PRECINCT,BLACK
948095,001 DET SQUAD,WHITE
977281,075 PRECINCT,WHITE
930738,PATROL SERVICES BUREAU WHEEL,WHITE
925745,CITYWIDE TRAFFIC TF,WHITE
943569,CRIMINAL INTELLIGENCE SECTION,WHITE
953108,013 PRECINCT,BLACK
918590,104 PRECINCT,WHITE
944810,CEIS METRO SAFE STREETS TF,BLACK
958931,PBSI FERRY SECURITY UNIT,BLACK
950888,103 PRECINCT,BLACK
972113,CANDIDATE ASSESSMENT DIVISION,WHITE
949331,019 PRECINCT,BLACK
974353,TRANSIT DISTRICT 34,HISPANIC
963653,DBBX EVIDENCE COLLECTION TEAM,HISPANIC
978067,TRANSIT DISTRICT 12,BLACK
977282,034 PRECINCT,WHITE
954133,DBBS VIDEO COLLECTION TEAM,HISPANIC
960943,HOUSING PSA 9,WHITE
941082,PBSI FERRY SECURITY UNIT,WHITE
935321,109 PRECINCT,HISPANIC
945253,CRIMINAL INTELLIGENCE SECTION,WHITE
975664,114 PRECINCT,WHITE
965340,QUEENS ADULT SEX CRIMES SQUAD,WHITE
944267,CRIMINAL ENTERPRISE INVEST SEC,HISPANIC
942205,CHIEF OF SPECIAL OPERATIONS,WHITE
973601,026 PRECINCT,WHITE
980716,079 PRECINCT,BLACK
946004,HARBOR UNIT,WHITE
964169,049 PRECINCT,WHITE
919418,FIREARMS & TACTICS SECTION,WHITE
946006,066 DET SQUAD,WHITE
911741,CROWD MANAGEMENT UNIT,ASIAN
942682,110 PRECINCT,WHITE
964170,010 PRECINCT,BLACK
947253,QUALITY ASSURANCE SECTION,HISPANIC
943067,QUEENS COURT SECTION,BLACK
928784,SPECIAL INVESTIGATIONS UNIT,WHITE
967607,106 PRECINCT,WHITE
957860,PBSI COMMUNITY AFFAIRS SECTION,WHITE
944812,EMER SERV SQ 02,BLACK
958932,HOUSING PSA 2,BLACK
975665,090 PRECINCT,WHITE
969985,047 PRECINCT,WHITE
982853,RTS RECRUITS,BLACK
939039,TRANSIT BUREAU,BLACK
964171,006 DET SQUAD,WHITE
955196,123 PRECINCT,WHITE
954738,TRANSIT DISTRICT 32,BLACK
942211,MISSING PERSONS SQUAD,BLACK
952019,TD 34 SUMMER DETAIL,BLACK
944811,IN-SERVICE TRAINING SECTION,HISPANIC
962619,028 PRECINCT,WHITE
958933,LOWER MANHATTAN SECURITY INITIATIVE,BLACK
945432,BROOKLYN COURT SECTION,BLACK
975031,061 PRECINCT,BLACK
963166,018 PCT-MIDTOWN NO. PCT,WHITE
942208,COD DOMESTIC VIOLENCE UNIT,BLACK
960945,019 PRECINCT,WHITE
937110,010 DET SQUAD,WHITE
976976,MILITARY & EXTENDED LEAVE DESK,HISPANIC
961954,MILITARY & EXTENDED LEAVE DESK,BLACK
979347,013 PRECINCT,BLACK
958934,112 PRECINCT,WHITE
931829,NARC BORO MANHATTAN SOUTH,WHITE
957859,061 PRECINCT,WHITE
949894,SUPPORT SERVICES BUREAU,WHITE
944125,INTEL CIS FIO PROGRAM,WHITE
981599,RTS RECRUITS,WHITE
900109,OFFICE OF EQUAL EMPLOYMENT OPPORTUNITY,BLACK
980718,088 PRECINCT,BLACK
964657,TRANSIT DISTRICT 34,WHITE
978069,TRANSIT DISTRICT 4,BLACK
933519,HIGHWAY UNIT 1,WHITE
977614,033 PRECINCT,WHITE
959819,102ND DET SQUAD,BLACK
980719,101 PRECINCT,WHITE
940474,MILITARY & EXTENDED LEAVE DESK,BLACK
968007,112TH DET SQUAD,WHITE
967207,123 DETECTIVE SQUAD,HISPANIC
930741,SVU NYPD/HL SEC SEX TRAF TF,WHITE
966225,INTEL CIS FIO PROGRAM,WHITE
942210,122 PRECINCT,WHITE
980717,109 PRECINCT,HISPANIC
956934,PATROL SERVICES BUREAU WHEEL,WHITE
976269,HOUSING PSA 2,WHITE
956098,TB ANTI TERRORISM 3,BLACK
935325,DRUG ENFORCEMENT TASK FORCE,WHITE
965341,HIGHWAY UNIT 5,WHITE
949338,TECH. ASSIST. & RESPONSE UNIT,WHITE
981600,RTS RECRUITS,ASIAN
949337,078 PRECINCT,BLACK
982494,RTS RECRUITS,HISPANIC
952021,001 PRECINCT,WHITE
955197,122 PRECINCT,WHITE
958935,BRONX CHILD ABUSE SQUAD,WHITE
969227,068 PRECINCT,WHITE
949336,INTERNAL AFFAIRS BUREAU,WHITE
925751,067 PRECINCT,WHITE
955198,032 PRECINCT,HISPANIC
972456,109 PRECINCT,ASIAN
972805,007 PRECINCT,ASIAN
958936,062 PRECINCT,BLACK
979348,102 PRECINCT,HISPANIC
956935,MANHATTAN COURT SECTION,WHITE
947255,MEDICAL DIVISION,WHITE
972115,HOUSING PSA 3,WHITE
936370,PATROL SERVICES BUREAU,BLACK
944813,PB PAID DETAIL UNIT,HISPANIC
950891,MAJOR CASE UNIT,HISPANIC
946008,MOUNTED UNIT,HISPANIC
959820,TRANSIT DISTRICT 20,HISPANIC
962622,HOUSING PSA 1,HISPANIC
981602,RTS RECRUITS,HISPANIC
947254,PATROL BORO MAN SOUTH,WHITE
981601,RTS RECRUITS,HISPANIC
974356,018 PCT-MIDTOWN NO. PCT,WHITE
939043,INFORMATION SECURITY OFFICE,WHITE
973603,078 PRECINCT,BLACK
947256,HOUSING PSA 9,WHITE
980050,120 PRECINCT,WHITE
976270,120 PRECINCT,WHITE
940475,INTEL CIS FIO PROGRAM,WHITE
958937,044 PRECINCT,WHITE
960946,042 PRECINCT,WHITE
921598,PATROL BORO BKLYN SOUTH,WHITE
969986,110 PRECINCT,BLACK
976271,104 PRECINCT,BLACK
969987,TRANSIT DISTRICT 11,BLACK
965342,NARC BORO QUEENS SOUTH,WHITE
949342,044 DET SQUAD,BLACK
939044,CHIEF CRIME CONTROL STRATEGIES,WHITE
939545,TRANSIT DISTRICT 20,HISPANIC
976775,046 PRECINCT,HISPANIC
982495,RTS RECRUITS,WHITE
976776,042 PRECINCT,HISPANIC
968008,079 PRECINCT,HISPANIC
955199,ORCHARD BEACH DETAIL,HISPANIC
967610,TRANSIT DISTRICT 12,HISPANIC
967611,024 PRECINCT,BLACK
942907,HOUSING PSA 1,BLACK
960947,UNIFORMED PROMOTIONS TRN UNIT,BLACK
981603,RTS RECRUITS,BLACK
968009,SSD YOUTH RESPONSE TEAM,BLACK
940044,CAD MEDICAL ASSESSMENT SECTION,HISPANIC
957862,WARRANT SECTION,WHITE
978618,112 PRECINCT,HISPANIC
953110,LATENT PRINT SECTION,HISPANIC
959821,075 DET SQUAD,HISPANIC
976777,115 PRECINCT,HISPANIC
942213,PBMS COMMUNITY AFFAIRS SECTION,HISPANIC
942214,109 PRECINCT,HISPANIC
973604,110 PRECINCT,HISPANIC
946696,TIMES SQUARE UNIT,HISPANIC
942215,HOUSING PSA 5,BLACK
956101,TRANSIT BUREAU,WHITE
913785,EMERGENCY SERVICE UNIT,WHITE
965797,042 PRECINCT,HISPANIC
975033,040 PRECINCT,HISPANIC
964007,NARC BORO STATEN ISLAND,HISPANIC
974358,010 PRECINCT,WHITE
955200,014 PCT-MIDTOWN SO. PCT,WHITE
969228,060 PCT CONEY ISLAND DETAIL,WHITE
947258,STRATEGIC RESP GRP 3 BROOKLYN,HISPANIC
970706,HOUSING PSA 2,HISPANIC
941102,088 PRECINCT,HISPANIC
939046,TRANSIT DISTRICT 34,HISPANIC
940477,PATROL SERVICES BUREAU,HISPANIC
933038,041 PRECINCT,HISPANIC
942216,TRANSIT BUREAU,HISPANIC
969988,066 PRECINCT,HISPANIC
958938,068 PRECINCT,HISPANIC
971567,033 PRECINCT,HISPANIC
961955,INTEL CIS FIO PROGRAM,WHITE
945254,111 PRECINCT,WHITE
963654,COD INVESTIGATION REVIEW SECTION,WHITE
968643,MILITARY & EXTENDED LEAVE DESK,HISPANIC
939047,PATROL BORO BKLYN NORTH,WHITE
933040,MANHATTAN COURT SECTION,WHITE
934504,048 PRECINCT,HISPANIC
944814,HIGHWAY UNIT 3,WHITE
981604,RTS RECRUITS,ASIAN
957863,BRONX ADULT SEX CRIMES SQUAD,HISPANIC
943574,HARBOR UNIT,WHITE
953113,023 PRECINCT,HISPANIC
955202,CCCS JUVENILE CRIME DESK,WHITE
956102,BROOKLYN ADULT SEX CRIMES SQUAD,ASIAN
949895,WORLD TRADE CENTER COMMAND,ASIAN
974357,052 PRECINCT,HISPANIC
965798,108 PRECINCT,ASIAN
946010,POLICE ACADEMY,WHITE
937115,WARRANT SECTION,WHITE
940478,DEP COMM PUBLIC INFORMATION,ASIAN
955201,TIMES SQUARE UNIT,HISPANIC
938910,HIGHWAY UNIT 3,ASIAN
957772,CRIME SCENE UNIT,HISPANIC
966226,061 PRECINCT,WHITE
964658,QUEENS NORTH VICE MODULE,WHITE
933041,044 PRECINCT,WHITE
942218,115 PRECINCT,HISPANIC
974359,TB TRAIN PATROL FORCE,HISPANIC
943575,017 PRECINCT,WHITE
960950,DBQS EVIDENCE COLLECTION TEAM,WHITE
940476,042 PRECINCT,HISPANIC
955203,040 PRECINCT,WHITE
982051,RTS RECRUITS,BLACK
942219,DET BORO QNS NORTH HOMICIDE SQ,WHITE
932579,MEDICAL DIVISION,BLACK
973605,066 PRECINCT,HISPANIC
960949,TRANSIT DISTRICT 33,WHITE
978070,MILITARY & EXTENDED LEAVE DESK,BLACK
975666,075 PRECINCT,BLACK
978648,HOUSING PSA 5,WHITE
945255,025 PRECINCT,WHITE
979644,078 PRECINCT,BLACK
945762,023 PRECINCT,BLACK
966227,EMERGENCY SERVICE UNIT,WHITE
979350,112 PRECINCT,BLACK
953171,006 PRECINCT,WHITE
980051,070 PRECINCT,BLACK
955204,WARRANT SECTION,WHITE
978953,034 PRECINCT,BLACK
953116,DBMS EVIDENCE COLLECTION TEAM,BLACK
950892,COD QUALITY OF LIFE DIVISION,WHITE
972118,108 PRECINCT,HISPANIC
953117,MTS DET SQUAD,WHITE
968010,CRIME PREVENTION DIVISION,BLACK
968011,088 PRECINCT,BLACK
946488,032 PRECINCT,BLACK
950894,FIREARMS INVESTIGATION UNIT,BLACK
965799,PATROL SERVICES BUREAU,BLACK
935328,NARC BORO BROOKLYN SOUTH,BLACK
935329,017 PRECINCT,BLACK
969989,078 PRECINCT,HISPANIC
981605,RTS RECRUITS,WHITE
954138,TRAINING BUREAU,ASIAN
958940,HOUSING PSA 2,BLACK
